"Plot Title: UQC"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10592076, SEN S/N: 10592076)","Event, inches (LGR S/N: 10592076, SEN S/N: 10592076)","Coupler Attached (LGR S/N: 10592076, SEN S/N: 10592076)","Host Connected (LGR S/N: 10592076, SEN S/N: 10592076)","Coupler Detached (LGR S/N: 10592076, SEN S/N: 10592076)","End Of File (LGR S/N: 10592076, SEN S/N: 10592076)"
192,01/08/20 02:00:00 PM,61.912,,,,,
193,01/08/20 02:15:00 PM,67.392,,,,,
194,01/08/20 02:30:00 PM,64.996,,,,,
195,01/08/20 02:45:00 PM,65.851,,,,,
196,01/08/20 03:00:00 PM,60.368,,,,,
197,01/08/20 03:15:00 PM,57.958,,,,,
198,01/08/20 03:30:00 PM,57.096,,,,,
199,01/08/20 03:45:00 PM,55.711,,,,,
200,01/08/20 04:00:00 PM,54.322,,,,,
201,01/08/20 04:15:00 PM,52.750,,,,,
202,01/08/20 04:30:00 PM,51.523,,,,,
203,01/08/20 04:45:00 PM,52.576,,,,,
204,01/08/20 05:00:00 PM,50.995,,,,,
205,01/08/20 05:15:00 PM,49.582,,,,,
206,01/08/20 05:30:00 PM,47.982,,,,,
207,01/08/20 05:45:00 PM,46.908,,,,,
208,01/08/20 06:00:00 PM,46.369,,,,,
209,01/08/20 06:15:00 PM,46.548,,,,,
210,01/08/20 06:30:00 PM,46.548,,,,,
211,01/08/20 06:45:00 PM,46.548,,,,,
212,01/08/20 07:00:00 PM,46.548,,,,,
213,01/08/20 07:15:00 PM,46.728,,,,,
214,01/08/20 07:30:00 PM,46.908,,,,,
215,01/08/20 07:45:00 PM,47.088,,,,,
216,01/08/20 08:00:00 PM,46.908,,,,,
217,01/08/20 08:15:00 PM,47.088,,,,,
218,01/08/20 08:30:00 PM,47.266,,,,,
219,01/08/20 08:45:00 PM,47.446,,,,,
220,01/08/20 09:00:00 PM,47.266,,,,,
221,01/08/20 09:15:00 PM,47.446,,,,,
222,01/08/20 09:30:00 PM,47.624,,,,,
223,01/08/20 09:45:00 PM,47.266,,,,,
224,01/08/20 10:00:00 PM,47.088,,,,,
225,01/08/20 10:15:00 PM,47.266,,,,,
226,01/08/20 10:30:00 PM,47.266,,,,,
227,01/08/20 10:45:00 PM,47.088,,,,,
228,01/08/20 11:00:00 PM,46.728,,,,,
229,01/08/20 11:15:00 PM,45.828,,,,,
230,01/08/20 11:30:00 PM,44.922,,,,,
231,01/08/20 11:45:00 PM,44.922,,,,,
232,01/09/20 12:00:00 AM,44.742,,,,,
233,01/09/20 12:15:00 AM,45.286,,,,,
234,01/09/20 12:30:00 AM,45.466,,,,,
235,01/09/20 12:45:00 AM,45.648,,,,,
236,01/09/20 01:00:00 AM,46.369,,,,,
237,01/09/20 01:15:00 AM,46.728,,,,,
238,01/09/20 01:30:00 AM,46.188,,,,,
239,01/09/20 01:45:00 AM,45.648,,,,,
240,01/09/20 02:00:00 AM,46.188,,,,,
241,01/09/20 02:15:00 AM,46.728,,,,,
242,01/09/20 02:30:00 AM,46.908,,,,,
243,01/09/20 02:45:00 AM,46.908,,,,,
244,01/09/20 03:00:00 AM,46.908,,,,,
245,01/09/20 03:15:00 AM,46.908,,,,,
246,01/09/20 03:30:00 AM,46.369,,,,,
247,01/09/20 03:45:00 AM,46.188,,,,,
248,01/09/20 04:00:00 AM,46.188,,,,,
249,01/09/20 04:15:00 AM,46.008,,,,,
250,01/09/20 04:28:02 AM,,0.04,,,,
251,01/09/20 04:30:00 AM,45.828,,,,,
252,01/09/20 04:45:00 AM,46.188,,,,,
253,01/09/20 05:00:00 AM,46.369,,,,,
254,01/09/20 05:00:08 AM,,0.05,,,,
255,01/09/20 05:15:00 AM,46.728,,,,,
256,01/09/20 05:17:26 AM,,0.06,,,,
257,01/09/20 05:19:13 AM,,0.07,,,,
258,01/09/20 05:22:39 AM,,0.08,,,,
259,01/09/20 05:22:40 AM,,0.09,,,,
260,01/09/20 05:29:54 AM,,0.10,,,,
261,01/09/20 05:30:00 AM,46.908,,,,,
262,01/09/20 05:31:54 AM,,0.11,,,,
263,01/09/20 05:33:15 AM,,0.12,,,,
264,01/09/20 05:35:26 AM,,0.13,,,,
265,01/09/20 05:39:04 AM,,0.14,,,,
266,01/09/20 05:42:08 AM,,0.15,,,,
267,01/09/20 05:45:00 AM,46.908,,,,,
268,01/09/20 05:45:40 AM,,0.16,,,,
269,01/09/20 05:48:51 AM,,0.17,,,,
270,01/09/20 05:57:13 AM,,0.18,,,,
271,01/09/20 06:00:00 AM,46.908,,,,,
272,01/09/20 06:00:35 AM,,0.19,,,,
273,01/09/20 06:03:42 AM,,0.20,,,,
274,01/09/20 06:07:52 AM,,0.21,,,,
275,01/09/20 06:09:16 AM,,0.22,,,,
276,01/09/20 06:10:28 AM,,0.23,,,,
277,01/09/20 06:13:02 AM,,0.24,,,,
278,01/09/20 06:15:00 AM,46.908,,,,,
279,01/09/20 06:16:20 AM,,0.25,,,,
280,01/09/20 06:16:53 AM,,0.26,,,,
281,01/09/20 06:17:17 AM,,0.27,,,,
282,01/09/20 06:17:40 AM,,0.28,,,,
283,01/09/20 06:18:02 AM,,0.29,,,,
284,01/09/20 06:19:11 AM,,0.30,,,,
285,01/09/20 06:20:42 AM,,0.31,,,,
286,01/09/20 06:20:43 AM,,0.32,,,,
287,01/09/20 06:23:35 AM,,0.33,,,,
288,01/09/20 06:26:57 AM,,0.34,,,,
289,01/09/20 06:29:42 AM,,0.35,,,,
290,01/09/20 06:30:00 AM,47.446,,,,,
291,01/09/20 06:30:52 AM,,0.36,,,,
292,01/09/20 06:39:48 AM,,0.37,,,,
293,01/09/20 06:41:50 AM,,0.38,,,,
294,01/09/20 06:45:00 AM,47.624,,,,,
295,01/09/20 07:00:00 AM,47.982,,,,,
296,01/09/20 07:15:00 AM,47.802,,,,,
297,01/09/20 07:30:00 AM,47.982,,,,,
298,01/09/20 07:45:00 AM,48.160,,,,,
299,01/09/20 07:57:32 AM,,0.39,,,,
300,01/09/20 08:00:00 AM,48.517,,,,,
301,01/09/20 08:15:00 AM,48.339,,,,,
302,01/09/20 08:28:28 AM,,0.40,,,,
303,01/09/20 08:30:00 AM,49.050,,,,,
304,01/09/20 08:45:00 AM,49.228,,,,,
305,01/09/20 08:56:30 AM,,0.41,,,,
306,01/09/20 09:00:00 AM,49.228,,,,,
307,01/09/20 09:15:00 AM,49.759,,,,,
308,01/09/20 09:18:11 AM,,0.42,,,,
309,01/09/20 09:30:00 AM,49.228,,,,,
310,01/09/20 09:45:00 AM,49.759,,,,,
311,01/09/20 10:00:00 AM,49.937,,,,,
312,01/09/20 10:15:00 AM,50.643,,,,,
313,01/09/20 10:30:00 AM,50.995,,,,,
314,01/09/20 10:45:00 AM,51.346,,,,,
315,01/09/20 11:00:00 AM,52.576,,,,,
316,01/09/20 11:15:00 AM,52.925,,,,,
317,01/09/20 11:30:00 AM,57.614,,,,,
318,01/09/20 11:45:00 AM,61.912,,,,,
319,01/09/20 12:00:00 PM,63.626,,,,,
320,01/09/20 12:15:00 PM,66.537,,,,,
321,01/09/20 12:30:00 PM,67.906,,,,,
322,01/09/20 12:45:00 PM,62.254,,,,,
323,01/09/20 01:00:00 PM,62.254,,,,,
324,01/09/20 01:15:00 PM,65.509,,,,,
325,01/09/20 01:30:00 PM,66.879,,,,,
326,01/09/20 01:45:00 PM,66.537,,,,,
327,01/09/20 02:00:00 PM,66.708,,,,,
328,01/09/20 02:15:00 PM,64.481,,,,,
329,01/09/20 02:30:00 PM,64.825,,,,,
330,01/09/20 02:45:00 PM,64.996,,,,,
331,01/09/20 03:00:00 PM,65.509,,,,,
332,01/09/20 03:15:00 PM,66.022,,,,,
333,01/09/20 03:30:00 PM,65.338,,,,,
334,01/09/20 03:45:00 PM,64.996,,,,,
335,01/09/20 04:00:00 PM,63.455,,,,,
336,01/09/20 04:15:00 PM,62.425,,,,,
337,01/09/20 04:30:00 PM,60.712,,,,,
338,01/09/20 04:45:00 PM,59.164,,,,,
339,01/09/20 05:00:00 PM,55.884,,,,,
340,01/09/20 05:15:00 PM,51.172,,,,,
341,01/09/20 05:30:00 PM,47.624,,,,,
342,01/09/20 05:45:00 PM,46.369,,,,,
343,01/09/20 06:00:00 PM,45.286,,,,,
344,01/09/20 06:15:00 PM,44.922,,,,,
345,01/09/20 06:30:00 PM,44.742,,,,,
346,01/09/20 06:45:00 PM,44.379,,,,,
347,01/09/20 07:00:00 PM,43.831,,,,,
348,01/09/20 07:15:00 PM,44.013,,,,,
349,01/09/20 07:30:00 PM,43.831,,,,,
350,01/09/20 07:45:00 PM,43.648,,,,,
351,01/09/20 08:00:00 PM,44.379,,,,,
352,01/09/20 08:15:00 PM,44.195,,,,,
353,01/09/20 08:30:00 PM,43.466,,,,,
354,01/09/20 08:45:00 PM,43.466,,,,,
355,01/09/20 09:00:00 PM,43.648,,,,,
356,01/09/20 09:15:00 PM,44.195,,,,,
357,01/09/20 09:30:00 PM,44.922,,,,,
358,01/09/20 09:45:00 PM,44.560,,,,,
359,01/09/20 10:00:00 PM,44.379,,,,,
360,01/09/20 10:15:00 PM,44.560,,,,,
361,01/09/20 10:30:00 PM,44.922,,,,,
362,01/09/20 10:45:00 PM,44.560,,,,,
363,01/09/20 11:00:00 PM,43.648,,,,,
364,01/09/20 11:15:00 PM,43.831,,,,,
365,01/09/20 11:30:00 PM,44.013,,,,,
366,01/09/20 11:45:00 PM,43.831,,,,,
367,01/10/20 12:00:00 AM,43.831,,,,,
368,01/10/20 12:15:00 AM,43.831,,,,,
369,01/10/20 12:30:00 AM,44.013,,,,,
370,01/10/20 12:45:00 AM,44.195,,,,,
371,01/10/20 01:00:00 AM,44.379,,,,,
372,01/10/20 01:15:00 AM,44.560,,,,,
373,01/10/20 01:30:00 AM,44.560,,,,,
374,01/10/20 01:45:00 AM,44.560,,,,,
375,01/10/20 02:00:00 AM,43.831,,,,,
376,01/10/20 02:15:00 AM,42.915,,,,,
377,01/10/20 02:30:00 AM,42.732,,,,,
378,01/10/20 02:45:00 AM,43.099,,,,,
379,01/10/20 03:00:00 AM,43.099,,,,,
380,01/10/20 03:15:00 AM,42.915,,,,,
381,01/10/20 03:30:00 AM,42.363,,,,,
382,01/10/20 03:45:00 AM,42.363,,,,,
383,01/10/20 04:00:00 AM,42.548,,,,,
384,01/10/20 04:15:00 AM,42.179,,,,,
385,01/10/20 04:30:00 AM,41.994,,,,,
386,01/10/20 04:45:00 AM,42.548,,,,,
387,01/10/20 05:00:00 AM,42.732,,,,,
388,01/10/20 05:15:00 AM,42.363,,,,,
389,01/10/20 05:30:00 AM,42.363,,,,,
390,01/10/20 05:45:00 AM,42.179,,,,,
391,01/10/20 06:00:00 AM,41.994,,,,,
392,01/10/20 06:15:00 AM,41.994,,,,,
393,01/10/20 06:30:00 AM,43.466,,,,,
394,01/10/20 06:45:00 AM,44.379,,,,,
395,01/10/20 07:00:00 AM,44.195,,,,,
396,01/10/20 07:15:00 AM,43.648,,,,,
397,01/10/20 07:30:00 AM,42.915,,,,,
398,01/10/20 07:45:00 AM,42.363,,,,,
399,01/10/20 08:00:00 AM,42.363,,,,,
400,01/10/20 08:15:00 AM,42.915,,,,,
401,01/10/20 08:30:00 AM,43.466,,,,,
402,01/10/20 08:45:00 AM,43.466,,,,,
403,01/10/20 09:00:00 AM,45.286,,,,,
404,01/10/20 09:15:00 AM,47.624,,,,,
405,01/10/20 09:30:00 AM,51.172,,,,,
406,01/10/20 09:45:00 AM,57.441,,,,,
407,01/10/20 10:00:00 AM,61.569,,,,,
408,01/10/20 10:15:00 AM,63.282,,,,,
409,01/10/20 10:30:00 AM,65.338,,,,,
410,01/10/20 10:45:00 AM,65.167,,,,,
411,01/10/20 11:00:00 AM,64.310,,,,,
412,01/10/20 11:15:00 AM,64.481,,,,,
413,01/10/20 11:30:00 AM,65.167,,,,,
414,01/10/20 11:45:00 AM,64.310,,,,,
415,01/10/20 12:00:00 PM,64.996,,,,,
416,01/10/20 12:15:00 PM,65.851,,,,,
417,01/10/20 12:21:43 PM,,0.43,,,,
418,01/10/20 12:30:00 PM,66.879,,,,,
419,01/10/20 12:45:00 PM,66.022,,,,,
420,01/10/20 01:00:00 PM,66.193,,,,,
421,01/10/20 01:15:00 PM,66.022,,,,,
422,01/10/20 01:30:00 PM,66.366,,,,,
423,01/10/20 01:45:00 PM,67.392,,,,,
424,01/10/20 02:00:00 PM,66.193,,,,,
425,01/10/20 02:15:00 PM,67.221,,,,,
426,01/10/20 02:30:00 PM,67.564,,,,,
427,01/10/20 02:45:00 PM,68.421,,,,,
428,01/10/20 03:00:00 PM,69.107,,,,,
429,01/10/20 03:15:00 PM,68.934,,,,,
430,01/10/20 03:30:00 PM,67.906,,,,,
431,01/10/20 03:45:00 PM,66.366,,,,,
432,01/10/20 04:00:00 PM,65.167,,,,,
433,01/10/20 04:15:00 PM,63.111,,,,,
434,01/10/20 04:30:00 PM,60.712,,,,,
435,01/10/20 04:45:00 PM,58.820,,,,,
436,01/10/20 05:00:00 PM,56.230,,,,,
437,01/10/20 05:15:00 PM,52.050,,,,,
438,01/10/20 05:30:00 PM,49.050,,,,,
439,01/10/20 05:45:00 PM,47.802,,,,,
440,01/10/20 06:00:00 PM,46.908,,,,,
441,01/10/20 06:15:00 PM,46.369,,,,,
442,01/10/20 06:30:00 PM,46.188,,,,,
443,01/10/20 06:45:00 PM,45.286,,,,,
444,01/10/20 07:00:00 PM,44.922,,,,,
445,01/10/20 07:15:00 PM,44.560,,,,,
446,01/10/20 07:30:00 PM,44.195,,,,,
447,01/10/20 07:45:00 PM,43.648,,,,,
448,01/10/20 08:00:00 PM,43.648,,,,,
449,01/10/20 08:15:00 PM,43.282,,,,,
450,01/10/20 08:30:00 PM,42.732,,,,,
451,01/10/20 08:45:00 PM,42.363,,,,,
452,01/10/20 09:00:00 PM,42.179,,,,,
453,01/10/20 09:15:00 PM,42.179,,,,,
454,01/10/20 09:30:00 PM,42.363,,,,,
455,01/10/20 09:45:00 PM,42.732,,,,,
456,01/10/20 10:00:00 PM,41.994,,,,,
457,01/10/20 10:15:00 PM,41.810,,,,,
458,01/10/20 10:30:00 PM,42.179,,,,,
459,01/10/20 10:45:00 PM,42.179,,,,,
460,01/10/20 11:00:00 PM,41.994,,,,,
461,01/10/20 11:15:00 PM,42.548,,,,,
462,01/10/20 11:30:00 PM,43.831,,,,,
463,01/10/20 11:45:00 PM,44.742,,,,,
464,01/11/20 12:00:00 AM,45.104,,,,,
465,01/11/20 12:15:00 AM,45.648,,,,,
466,01/11/20 12:30:00 AM,45.648,,,,,
467,01/11/20 12:45:00 AM,46.008,,,,,
468,01/11/20 01:00:00 AM,46.008,,,,,
469,01/11/20 01:15:00 AM,46.548,,,,,
470,01/11/20 01:30:00 AM,47.088,,,,,
471,01/11/20 01:45:00 AM,47.446,,,,,
472,01/11/20 02:00:00 AM,47.624,,,,,
473,01/11/20 02:15:00 AM,47.446,,,,,
474,01/11/20 02:30:00 AM,47.266,,,,,
475,01/11/20 02:45:00 AM,47.266,,,,,
476,01/11/20 03:00:00 AM,47.266,,,,,
477,01/11/20 03:15:00 AM,47.088,,,,,
478,01/11/20 03:30:00 AM,47.088,,,,,
479,01/11/20 03:45:00 AM,47.266,,,,,
480,01/11/20 04:00:00 AM,47.266,,,,,
481,01/11/20 04:15:00 AM,47.088,,,,,
482,01/11/20 04:30:00 AM,47.266,,,,,
483,01/11/20 04:45:00 AM,47.266,,,,,
484,01/11/20 05:00:00 AM,47.266,,,,,
485,01/11/20 05:10:16 AM,,0.44,,,,
486,01/11/20 05:15:00 AM,47.266,,,,,
487,01/11/20 05:30:00 AM,47.266,,,,,
488,01/11/20 05:45:00 AM,47.266,,,,,
489,01/11/20 06:00:00 AM,47.088,,,,,
490,01/11/20 06:15:00 AM,47.088,,,,,
491,01/11/20 06:30:00 AM,47.266,,,,,
492,01/11/20 06:45:00 AM,47.266,,,,,
493,01/11/20 07:00:00 AM,46.728,,,,,
494,01/11/20 07:15:00 AM,45.466,,,,,
495,01/11/20 07:30:00 AM,43.831,,,,,
496,01/11/20 07:45:00 AM,43.466,,,,,
497,01/11/20 08:00:00 AM,44.560,,,,,
498,01/11/20 08:15:00 AM,45.648,,,,,
499,01/11/20 08:30:00 AM,46.548,,,,,
500,01/11/20 08:45:00 AM,46.548,,,,,
501,01/11/20 09:00:00 AM,47.802,,,,,
502,01/11/20 09:15:00 AM,49.050,,,,,
503,01/11/20 09:30:00 AM,49.759,,,,,
504,01/11/20 09:45:00 AM,54.669,,,,,
505,01/11/20 10:00:00 AM,59.337,,,,,
506,01/11/20 10:15:00 AM,62.083,,,,,
507,01/11/20 10:30:00 AM,63.455,,,,,
508,01/11/20 10:45:00 AM,64.652,,,,,
509,01/11/20 11:00:00 AM,64.481,,,,,
510,01/11/20 11:15:00 AM,64.481,,,,,
511,01/11/20 11:30:00 AM,64.996,,,,,
512,01/11/20 11:45:00 AM,65.509,,,,,
513,01/11/20 12:00:00 PM,64.996,,,,,
514,01/11/20 12:15:00 PM,65.167,,,,,
515,01/11/20 12:30:00 PM,60.883,,,,,
516,01/11/20 12:45:00 PM,62.254,,,,,
517,01/11/20 01:00:00 PM,64.310,,,,,
518,01/11/20 01:15:00 PM,65.338,,,,,
519,01/11/20 01:30:00 PM,65.851,,,,,
520,01/11/20 01:45:00 PM,66.366,,,,,
521,01/11/20 02:00:00 PM,66.193,,,,,
